nr;name;teacher;teachingAssistant
112501;undergraduateCourse50;112004;
112511;undergraduateCourse51;112004;
112521;undergraduateCourse52;112014;1121262
112531;undergraduateCourse53;112014;1120432
112541;undergraduateCourse54;112024;1120652
112551;undergraduateCourse55;112034;1121372
112561;undergraduateCourse56;112034;
112571;undergraduateCourse57;112044;1121092
112581;undergraduateCourse58;112044;1120232
112591;undergraduateCourse59;112054;1120072
112601;undergraduateCourse60;112054;1121272
112611;undergraduateCourse61;112064;
112621;undergraduateCourse62;112064;
113001;undergraduateCourse0;113001;1130572
113011;undergraduateCourse1;113011;1130032
113021;undergraduateCourse2;113021;1130212
113031;undergraduateCourse3;113031;1130372
113041;undergraduateCourse4;113041;1130142
113051;undergraduateCourse5;113051;
113061;undergraduateCourse6;113061;1130512
113071;undergraduateCourse7;113061;
113081;undergraduateCourse8;113071;
113091;undergraduateCourse9;113081;
113101;undergraduateCourse10;113091;1130132
113111;undergraduateCourse11;113091;1130742
113121;undergraduateCourse12;113002;1130582
113131;undergraduateCourse13;113012;1130382
113141;undergraduateCourse14;113012;1130452
113151;undergraduateCourse15;113022;1130272
113161;undergraduateCourse16;113022;1130822
113171;undergraduateCourse17;113032;1130522
113181;undergraduateCourse18;113042;1130552
113191;undergraduateCourse19;113042;1130652
113201;undergraduateCourse20;113052;1130122
113211;undergraduateCourse21;113062;
113221;undergraduateCourse22;113072;1130442
113231;undergraduateCourse23;113072;1130472
113241;undergraduateCourse24;113082;
113251;undergraduateCourse25;113082;1131372
113261;undergraduateCourse26;113092;
113271;undergraduateCourse27;113102;
113281;undergraduateCourse28;113112;
113291;undergraduateCourse29;113122;
113301;undergraduateCourse30;113003;
113311;undergraduateCourse31;113013;1130752
113321;undergraduateCourse32;113023;1130192
113331;undergraduateCourse33;113023;1130862
113341;undergraduateCourse34;113033;1130872
113351;undergraduateCourse35;113033;
113361;undergraduateCourse36;113043;1130732
113371;undergraduateCourse37;113053;1130072
113381;undergraduateCourse38;113063;
113391;undergraduateCourse39;113073;1130772
113401;undergraduateCourse40;113083;1131082
113411;undergraduateCourse41;113083;1130152
113421;undergraduateCourse42;113004;1131362
113431;undergraduateCourse43;113014;1131192
113441;undergraduateCourse44;113024;
113451;undergraduateCourse45;113034;1131142
113461;undergraduateCourse46;113044;
113471;undergraduateCourse47;113044;1131182
114001;undergraduateCourse0;114001;
114011;undergraduateCourse1;114011;1140062
114021;undergraduateCourse2;114021;1140782
114031;undergraduateCourse3;114031;1140272
114041;undergraduateCourse4;114031;1140342
114051;undergraduateCourse5;114041;1140512
114061;undergraduateCourse6;114051;1140432
114071;undergraduateCourse7;114061;
114081;undergraduateCourse8;114002;1140392
114091;undergraduateCourse9;114002;1140602
114101;undergraduateCourse10;114012;
114111;undergraduateCourse11;114012;1140502
114121;undergraduateCourse12;114022;
114131;undergraduateCourse13;114032;
114141;undergraduateCourse14;114042;1140042
114151;undergraduateCourse15;114042;
114161;undergraduateCourse16;114052;1140242
114171;undergraduateCourse17;114052;
114181;undergraduateCourse18;114062;
114191;undergraduateCourse19;114072;
114201;undergraduateCourse20;114082;1140952
114211;undergraduateCourse21;114082;
114221;undergraduateCourse22;114092;
114231;undergraduateCourse23;114003;1141002
114241;undergraduateCourse24;114013;
114251;undergraduateCourse25;114013;
114261;undergraduateCourse26;114023;1140932
114271;undergraduateCourse27;114023;1140652
114281;undergraduateCourse28;114033;1140212
114291;undergraduateCourse29;114033;1140722
114301;undergraduateCourse30;114043;1140482
114311;undergraduateCourse31;114043;
114321;undergraduateCourse32;114053;1140402
114331;undergraduateCourse33;114053;1140672
114341;undergraduateCourse34;114063;1140852
114351;undergraduateCourse35;114063;1140232
114361;undergraduateCourse36;114073;
114371;undergraduateCourse37;114083;
114381;undergraduateCourse38;114093;
114391;undergraduateCourse39;114093;
114401;undergraduateCourse40;114004;
114411;undergraduateCourse41;114004;
114421;undergraduateCourse42;114014;
114431;undergraduateCourse43;114014;1140122
114441;undergraduateCourse44;114024;
114451;undergraduateCourse45;114034;
114461;undergraduateCourse46;114034;1140192
114471;undergraduateCourse47;114044;
114481;undergraduateCourse48;114044;
115001;undergraduateCourse0;115001;1150052
115011;undergraduateCourse1;115011;
115021;undergraduateCourse2;115011;1150432
115031;undergraduateCourse3;115021;
115041;undergraduateCourse4;115021;
115051;undergraduateCourse5;115031;
115061;undergraduateCourse6;115031;1150112
115071;undergraduateCourse7;115041;
115081;undergraduateCourse8;115051;
115091;undergraduateCourse9;115051;
115101;undergraduateCourse10;115061;1150882
115111;undergraduateCourse11;115061;
115121;undergraduateCourse12;115002;1150072
115131;undergraduateCourse13;115002;1150642
115141;undergraduateCourse14;115012;
115151;undergraduateCourse15;115022;1150892
115161;undergraduateCourse16;115022;1150832
115171;undergraduateCourse17;115032;1150012
115181;undergraduateCourse18;115032;1151192
115191;undergraduateCourse19;115042;1151182
115201;undergraduateCourse20;115052;1150272
115211;undergraduateCourse21;115062;
115221;undergraduateCourse22;115072;1150182
115231;undergraduateCourse23;115072;
115241;undergraduateCourse24;115082;1150932
115251;undergraduateCourse25;115082;1150522
115261;undergraduateCourse26;115092;1150282
115271;undergraduateCourse27;115092;1150572
115281;undergraduateCourse28;115102;1150762
115291;undergraduateCourse29;115112;1150392
115301;undergraduateCourse30;115112;
115311;undergraduateCourse31;115122;
115321;undergraduateCourse32;115122;
115331;undergraduateCourse33;115132;
115341;undergraduateCourse34;115132;1151222
115351;undergraduateCourse35;115003;1150382
115361;undergraduateCourse36;115013;
115371;undergraduateCourse37;115013;1150992
115381;undergraduateCourse38;115023;
115391;undergraduateCourse39;115033;
115401;undergraduateCourse40;115033;1150812
115411;undergraduateCourse41;115043;1151062
115421;undergraduateCourse42;115043;1150212
115431;undergraduateCourse43;115053;
115441;undergraduateCourse44;115063;
115451;undergraduateCourse45;115063;
115461;undergraduateCourse46;115073;1150972
115471;undergraduateCourse47;115083;
115481;undergraduateCourse48;115093;
115491;undergraduateCourse49;115093;
115501;undergraduateCourse50;115004;1150902
115511;undergraduateCourse51;115014;
115521;undergraduateCourse52;115014;1150782
115531;undergraduateCourse53;115024;
115541;undergraduateCourse54;115024;1150292
115551;undergraduateCourse55;115034;1150402
115561;undergraduateCourse56;115034;1151032
115571;undergraduateCourse57;115044;1150152
115581;undergraduateCourse58;115044;1150492
116001;undergraduateCourse0;116001;1160652
116011;undergraduateCourse1;116011;
116021;undergraduateCourse2;116021;1160112
116031;undergraduateCourse3;116021;1160392
116041;undergraduateCourse4;116031;1160782
116051;undergraduateCourse5;116031;1160642
116061;undergraduateCourse6;116041;1160002
116071;undergraduateCourse7;116041;1160382
116081;undergraduateCourse8;116051;1160532
116091;undergraduateCourse9;116051;
116101;undergraduateCourse10;116061;1161162
116111;undergraduateCourse11;116061;
116121;undergraduateCourse12;116071;1160442
116131;undergraduateCourse13;116071;1160672
116141;undergraduateCourse14;116081;1160482
116151;undergraduateCourse15;116081;
116161;undergraduateCourse16;116091;1160462
116171;undergraduateCourse17;116091;
116181;undergraduateCourse18;116002;
116191;undergraduateCourse19;116002;
116201;undergraduateCourse20;116012;
116211;undergraduateCourse21;116012;
116221;undergraduateCourse22;116022;
116231;undergraduateCourse23;116032;1160862
116241;undergraduateCourse24;116042;1161462
116251;undergraduateCourse25;116052;
116261;undergraduateCourse26;116052;
116271;undergraduateCourse27;116062;1161092
116281;undergraduateCourse28;116062;
116291;undergraduateCourse29;116072;1160342
116301;undergraduateCourse30;116082;
116311;undergraduateCourse31;116082;1161132
116321;undergraduateCourse32;116092;
116331;undergraduateCourse33;116092;1160172
116341;undergraduateCourse34;116102;
116351;undergraduateCourse35;116102;
116361;undergraduateCourse36;116112;1160992
116371;undergraduateCourse37;116003;
116381;undergraduateCourse38;116003;
116391;undergraduateCourse39;116013;1160772
116401;undergraduateCourse40;116013;1160302
116411;undergraduateCourse41;116023;1160932
116421;undergraduateCourse42;116023;1161332
116431;undergraduateCourse43;116033;1161552
116441;undergraduateCourse44;116033;
116451;undergraduateCourse45;116043;
116461;undergraduateCourse46;116053;1161192
116471;undergraduateCourse47;116063;
116481;undergraduateCourse48;116073;
116491;undergraduateCourse49;116083;
116501;undergraduateCourse50;116093;1160372
116511;undergraduateCourse51;116103;1161362
116521;undergraduateCourse52;116103;1161472
116531;undergraduateCourse53;116004;
116541;undergraduateCourse54;116014;
116551;undergraduateCourse55;116024;
116561;undergraduateCourse56;116034;
116571;undergraduateCourse57;116034;
116581;undergraduateCourse58;116044;1160892
116591;undergraduateCourse59;116044;1160452
116601;undergraduateCourse60;116054;1161062
116611;undergraduateCourse61;116054;1160212
117001;;117001;
117011;;117001;
117021;;117011;
117031;;117011;
117041;;117021;
117051;;117031;
117061;;117031;
117071;;117041;
117081;;117041;
117091;;117051;
117101;;117061;
117111;;117071;
117121;;117071;
117131;;117002;
117141;;117012;
117151;;117012;
117161;;117022;
117171;;117022;
117181;;117032;
117191;;117042;
117201;;117052;
117211;;117052;
117221;;117062;
117231;;117072;
117241;;117082;
117251;;117092;
117261;;117092;
117271;;117102;
117281;;117102;
117291;;117112;
117301;;117112;
117311;;117122;
117321;;117003;
117331;;117003;
117341;;117013;
117351;;117013;
117361;;117023;
117371;;117023;
117381;;117033;
117391;;117033;
117401;;117043;
117411;;117043;
117421;;117053;
117431;;117053;
117441;;117063;
117451;;117073;
117461;;117073;
117471;;117083;
117481;;117093;
117491;;117093;
117501;;117103;
117511;;117004;
117521;;117004;
117531;;117014;
117541;;117014;
117551;;117024;
117561;;117034;
117571;;117044;
117581;;117054;
117591;;117054;
117601;;117064;
117611;;117064;
